claim_number,age_of_driver,gender,marital_status,safty_rating,annual_income,high_education_ind,address_change_ind,living_status,zip_code,claim_date,past_num_of_claims,witness_present_ind,liab_prct,policy_report_filed_ind,claim_est_payout,age_of_vehicle,vehicle_price,vehicle_weight,fraud,claim_year,claim_day,latitude,longitude,unemp_rate,claim_day_monday,claim_day_saturday,claim_day_sunday,claim_day_thursday,claim_day_tuesday,claim_day_wednesday,accident_site_local,accident_site_parking_lot,channel_online,channel_phone,vehicle_category_large,vehicle_category_medium,vehicle_color_blue,vehicle_color_gray,vehicle_color_other,vehicle_color_red,vehicle_color_silver,vehicle_color_white,claim_month_august,claim_month_december,claim_month_february,claim_month_january,claim_month_july,claim_month_june,claim_month_march,claim_month_may,claim_month_november,claim_month_october,claim_month_september,state_co,state_ia,state_pa,state_va
16852,57.0,F,1.0,82,40431.0,1,1,Rent,50034,4/25/2016,0,1.0,89,1,3405.0164689999997,4.0,11299.392170000001,17324.41931,0,2016,25,42.47,-93.64,3.6,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
16853,58.0,F,1.0,84,40627.0,0,0,Rent,80027,10/24/2016,3,0.0,1,1,7125.640703,8.0,8077.791391,16787.49237,0,2016,24,39.96,-105.14,3.1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
16854,46.0,M,1.0,75,38281.0,1,0,Rent,15012,12/30/2015,1,0.0,98,1,4172.906625,4.0,29360.855669999997,97705.68382,0,2015,30,40.12,-79.86,5.2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
16855,37.0,F,1.0,84,36128.0,0,1,Rent,20140,6/6/2016,5,0.0,97,1,2785.1043329999998,5.0,18019.86384,17165.79431,0,2016,6,38.81,-77.9,4.1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
16856,34.0,M,1.0,92,35267.0,1,1,Rent,80023,10/28/2016,0,1.0,42,0,3548.730734,6.0,19123.84519,28075.860380000002,0,2016,28,39.96,-105.02,3.1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
16859,70.0,F,1.0,87,42490.0,1,1,Rent,85055,8/8/2015,0,0.0,78,0,8684.707912,5.0,25886.023230000003,17714.19762,0,2015,8,33.45,-111.97,6.0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16861,52.0,M,1.0,85,39518.0,0,0,Own,50037,3/18/2016,2,0.0,24,1,9795.539574,7.0,8352.157263,22588.3258,0,2016,18,42.05,-93.87,3.6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
16862,43.0,M,0.0,82,37599.0,1,0,Rent,50042,4/10/2015,0,1.0,78,1,2967.835912,3.0,39295.73388,34459.54858,0,2015,10,41.54,-94.92,3.8,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
16867,38.0,F,1.0,99,36367.0,0,0,Own,20153,8/12/2016,0,0.0,68,0,3614.6901270000003,5.0,18233.28906,8678.998105,0,2016,12,38.87,-77.4,4.2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
16869,64.0,F,1.0,56,41586.0,1,0,Own,85065,3/20/2016,0,0.0,98,0,4854.668441,3.0,33821.52903,21431.95079,0,2016,20,33.43,-112.05,5.5,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
16871,37.0,F,1.0,83,36116.0,1,1,Own,20104,2/13/2016,0,0.0,59,0,4018.5475810000003,5.0,17767.750809999998,18391.68018,0,2016,13,38.92,-77.35,4.0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
16872,50.0,F,1.0,56,39131.0,1,0,Own,20148,10/31/2016,0,1.0,99,1,7042.367959,4.0,39391.3129,18806.60478,0,2016,31,39.0,-77.52,4.2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
16874,61.0,F,1.0,76,41109.0,1,0,Own,15005,12/15/2015,1,0.0,100,0,5081.656704,2.0,19385.92125,31377.051789999998,0,2015,15,40.63,-80.22,5.2,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
16875,42.0,M,1.0,88,37369.0,0,1,Own,80010,1/19/2016,0,0.0,14,0,4193.908523,2.0,38711.17846,44266.76979,0,2016,19,39.74,-104.86,3.5,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
16877,35.0,M,1.0,56,35562.0,1,0,Own,15010,8/7/2015,0,0.0,49,1,5742.790992,4.0,14037.648940000001,14912.378030000002,0,2015,7,40.76,-80.32,5.2,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
16879,60.0,M,0.0,81,40947.0,1,0,Rent,85046,8/14/2015,0,0.0,80,0,4074.797032,5.0,31843.09025,22749.471,0,2015,14,33.62,-112.0,6.0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16881,45.0,F,1.0,89,38069.0,1,1,Own,15012,3/22/2015,0,1.0,50,0,5622.645067,4.0,29420.24919,8724.605554,0,2015,22,40.12,-79.86,5.4,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
16882,41.0,M,0.0,77,37163.0,1,1,Own,80013,6/30/2016,0,0.0,14,1,2832.130166,5.0,14514.952430000001,42086.927169999995,0,2016,30,39.66,-104.77,3.4,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
16883,39.0,F,1.0,84,36646.0,1,1,Own,80018,9/1/2015,0,1.0,5,1,6776.373667,5.00789459053761,10827.60269,25119.46125,0,2015,1,39.69,-104.69,3.7,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
16884,49.0,F,0.0,79,38921.0,0,1,Own,85069,5/12/2016,0,1.0,49,1,8417.150083,4.0,40144.53475,23760.25238,0,2016,12,33.56,-112.09,5.4,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
16885,47.0,M,1.0,73,38499.0,0,0,Own,50049,9/1/2015,1,1.0,39,0,8692.669444,7.0,52388.84393,39514.431410000005,0,2015,1,41.01,-93.3,3.7,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
16886,57.0,F,1.0,82,40450.0,0,0,Own,20113,1/2/2016,1,1.0,50,1,6636.597702,4.0,47140.4104,18875.52777,0,2016,2,38.74,-77.48,4.1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
16890,41.0,M,0.0,71,37140.0,0,1,Own,80014,10/1/2016,0,0.0,51,0,4924.714101,5.0,24167.428819999997,10997.70933,0,2016,1,39.66,-104.84,3.1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
16891,40.0,F,0.0,82,36875.0,1,1,Own,15014,4/20/2015,0,0.0,4,1,4358.437092,5.0,8636.010140999999,15738.182969999998,0,2015,20,40.61,-79.74,5.4,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
16893,47.0,F,1.0,83,38497.0,0,1,Rent,80014,1/8/2016,2,0.0,93,1,6707.689547999999,5.0,17993.9921,28831.80158,0,2016,8,39.66,-104.84,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
16894,63.0,M,1.0,87,41437.0,1,1,Own,80001,1/12/2016,0,0.0,52,1,2487.469336,9.0,10448.97352,39626.18518,0,2016,12,39.82,-105.1,3.5,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
16897,50.0,M,0.0,73,39135.0,1,1,Rent,15059,7/30/2015,0,0.0,96,0,5159.624039,4.0,16560.4845,5212.899859,0,2015,30,40.63,-80.45,5.3,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
16900,43.0,M,1.0,70,37609.0,0,1,Rent,20165,6/2/2015,0,0.0,32,0,5324.876141,4.0,37671.02103,24717.338030000003,0,2015,2,39.06,-77.39,4.5,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
16902,36.0,M,1.0,81,35804.0,0,0,Rent,80025,6/26/2015,0,0.0,0,0,3625.9920770000003,6.0,7087.46957,63750.41607000001,0,2015,26,39.94,-105.28,3.9,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
16903,44.0,F,1.0,89,37852.0,1,1,Rent,50029,11/27/2016,2,1.0,75,1,10670.16395,6.0,31695.45125,54867.189979999996,0,2016,27,41.85,-94.55,3.5,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
16904,46.0,F,1.0,71,38286.0,1,1,Own,20116,10/20/2016,0,0.0,18,0,2277.585006,3.0,15429.6142,21686.07371,0,2016,20,38.87,-77.85,4.2,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
16905,32.0,F,1.0,58,34658.0,1,0,Own,20146,5/5/2016,0,0.0,45,0,2290.411216,3.0,15148.239780000002,18376.30027,0,2016,5,39.04,-77.48,4.0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
16906,38.0,M,1.0,47,36368.0,0,1,Rent,85024,1/29/2016,0,0.0,10,0,4604.937165,6.0,51986.16084,15446.44702,0,2016,29,33.68,-112.04,5.7,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
16907,28.0,M,1.0,92,33330.0,1,1,Rent,20160,3/8/2015,0,0.0,19,1,2218.151372,4.0,11149.13566,41304.86265,0,2015,8,39.11,-77.69,4.8,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
16910,31.0,M,1.0,75,34341.0,0,1,Rent,85077,1/29/2015,0,0.0,0,0,6874.7012540000005,6.0,9505.050739,30457.989680000002,0,2015,29,33.45,-111.97,6.4,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
16911,49.0,F,1.0,87,38915.0,0,1,Own,50021,5/18/2016,1,1.0,56,0,12482.323999999999,3.0,50893.45865,16622.08456,0,2016,18,41.72,-93.6,3.7,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
16912,43.0,M,1.0,68,37639.0,1,0,Rent,15020,10/24/2015,0,1.0,57,0,9512.702487,6.0,13061.9139,39339.19049,0,2015,24,40.23,-79.95,5.2,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
16914,36.0,M,1.0,74,35841.0,1,1,Rent,20124,10/17/2016,0,1.0,30,1,3558.3577479999994,3.0,21162.79305,10058.45227,0,2016,17,38.77,-77.38,4.2,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
16915,48.0,F,1.0,85,38721.0,1,0,Own,85063,8/15/2015,0,1.0,34,0,5988.949022,7.0,19009.81263,14881.88289,0,2015,15,33.5,-112.17,6.0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16917,48.0,M,1.0,71,38708.0,1,1,Rent,20111,2/1/2015,1,0.0,21,0,3213.392984,2.0,26696.00025,24566.011980000003,0,2015,1,38.75,-77.43,4.8,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
16918,61.0,M,1.0,96,41110.0,1,0,Rent,15015,3/10/2016,0,0.0,1,1,11133.614379999999,3.0,29006.250739999996,19481.85224,0,2016,10,40.63,-80.08,5.3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
16921,35.0,F,1.0,48,35567.0,1,0,Rent,15034,10/31/2015,1,0.0,5,1,3459.269604,1.0,36417.6347,32897.364030000004,0,2015,31,40.35,-79.89,5.2,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
16922,36.0,M,1.0,71,35836.0,1,0,Own,80012,9/5/2015,0,0.0,100,0,4084.275336,3.0,42846.10136,8495.046027,0,2015,5,39.69,-104.81,3.7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
16925,54.0,F,0.0,78,39879.0,1,0,Own,50001,1/7/2015,1,0.0,100,0,4867.3612060000005,4.0,11143.39974,15804.786430000002,0,2015,7,41.36,-93.47,3.9,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
16926,40.0,M,1.0,80,36878.0,1,0,Own,50006,10/18/2016,0,0.0,50,1,8652.204946,2.0,16494.86301,11838.90415,1,2016,18,42.51,-93.37,3.6,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
16927,58.0,M,0.0,94,40610.0,1,0,Rent,50055,12/29/2015,0,0.0,50,0,3184.782858,6.0,17253.19412,18805.02363,0,2015,29,41.9,-93.3,3.7,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
16928,64.0,M,1.0,72,41603.0,0,1,Own,20106,3/7/2016,0,0.0,88,0,4075.272577,7.0,53885.54418,46228.64353,1,2016,7,38.67,-77.99,4.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
16929,25.0,F,1.0,62,32190.0,0,0,Rent,20151,8/9/2016,3,0.0,92,1,6261.955432,3.0,15069.14972,9435.636259,0,2016,9,38.9,-77.45,4.2,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
16930,46.0,F,1.0,68,38275.0,1,0,Own,15004,1/23/2015,0,0.0,15,0,5035.350317,5.0,18666.46441,18575.98775,0,2015,23,40.35,-80.38,5.4,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
16931,31.0,F,0.0,85,34332.0,1,1,Rent,85062,9/22/2016,0,0.0,34,0,6868.276243000001,4.0,26639.311719999998,35306.12863,0,2016,22,33.46,-111.98,5.2,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
16932,70.0,M,1.0,46,42487.0,0,0,Rent,15004,1/26/2016,0,0.0,42,1,2175.807355,4.0,13798.48264,32722.08135,0,2016,26,40.35,-80.38,5.3,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
16933,26.0,F,1.0,68,32571.0,1,1,Rent,20165,3/17/2016,2,0.0,33,1,3803.1048189999997,2.0,23896.99191,17761.67569,0,2016,17,39.06,-77.39,4.0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
16935,62.0,M,1.0,80,41270.0,1,0,Rent,15047,2/20/2015,2,0.0,50,0,11252.96209,3.0,40304.53791,53332.88476,0,2015,20,40.32,-79.81,5.4,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
16937,47.0,F,1.0,57,38501.0,1,0,Own,50022,8/22/2016,0,0.0,90,1,6981.7345700000005,4.0,19889.935869999998,37679.12868,0,2016,22,41.39,-95.01,3.6,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
16938,29.0,F,1.0,98,33666.0,0,0,Own,20124,9/13/2016,0,0.0,98,1,2716.692924,3.0,25333.86923,23997.35606,0,2016,13,38.77,-77.38,4.2,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
16940,47.0,F,0.0,58,38502.0,1,0,Rent,15055,9/19/2016,4,0.0,76,1,5514.674779,3.0,32931.295119999995,56155.76014,0,2016,19,40.31,-80.12,5.5,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
16941,54.0,F,1.0,81,39888.0,1,0,Own,20148,7/6/2015,1,1.0,100,1,4319.73499,6.0,6196.291054,12080.90293,0,2015,6,39.0,-77.52,4.4,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
16942,52.0,M,1.0,82,39517.0,1,0,Own,85025,2/16/2016,1,0.0,7,0,6159.515517,7.0,14354.104140000001,34080.60916,0,2016,16,33.45,-112.07,5.6,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
16946,45.0,M,0.0,46,38078.0,1,0,Own,50013,8/20/2016,1,0.0,19,1,4507.424561,6.0,29581.404039999998,12836.890159999999,1,2016,20,42.02,-93.62,3.6,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
16947,51.0,M,0.0,91,39325.0,1,1,Own,50003,3/23/2016,0,0.0,78,1,3182.894827,4.0,14652.02847,16284.37259,0,2016,23,41.61,-94.02,3.6,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
16948,36.0,F,1.0,91,35840.0,1,1,Own,80047,2/14/2015,0,0.0,0,1,1924.428693,5.0,10043.794170000001,16033.064059999999,0,2015,14,39.69,-104.81,4.2,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
16951,27.0,M,1.0,83,32945.0,0,1,Own,20155,7/7/2015,0,1.0,62,1,6117.256239,8.0,4117.098247999999,34101.93797,0,2015,7,38.79,-77.61,4.4,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
16953,38.0,F,1.0,70,36377.0,0,0,Rent,15038,5/27/2015,0,1.0,15,1,7138.114366,3.0,19689.25151,30045.264939999997,0,2015,27,40.25,-79.93,5.4,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
16955,81.0,F,1.0,70,43929.0,1,1,Own,15054,10/15/2015,0,0.0,84,0,5863.138779999999,4.0,33234.41598,15465.772169999998,0,2015,15,40.36,-80.41,5.2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
16956,34.0,M,1.0,65,35247.0,1,1,Own,85028,3/5/2016,2,0.0,73,0,4846.051716,5.0,40195.362180000004,21100.01218,0,2016,5,33.56,-112.0,5.5,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
16957,50.0,M,0.0,65,39120.0,1,1,Rent,80027,12/12/2016,1,0.0,37,1,3256.3948920000003,6.0,32151.531619999998,20927.45225,1,2016,12,39.96,-105.14,2.9,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
16959,42.0,F,1.0,86,37380.0,0,1,Rent,85076,11/15/2015,0,0.0,0,1,3355.623865,4.0,34196.03987,16579.257830000002,0,2015,15,33.32,-111.99,5.8,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
16960,45.0,M,1.0,56,38074.0,1,1,Own,50022,9/2/2015,2,0.0,10,1,5003.857874,7.0,32237.77716,23080.816730000002,0,2015,2,41.39,-95.01,3.7,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
16961,52.0,M,0.0,80,39499.0,1,1,Rent,15053,4/6/2016,0,0.0,83,1,2369.7039,7.0,6660.330503,13463.26453,0,2016,6,40.38,-80.36,5.4,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
16962,33.0,M,1.0,88,34948.0,0,1,Rent,15022,4/26/2016,0,0.0,50,1,7290.730292,3.0,16112.753030000002,30032.66008,1,2016,26,40.13,-79.9,5.4,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
16969,72.0,M,0.0,50,42764.0,1,1,Own,20152,6/23/2015,1,0.0,58,1,6034.155607,7.0,19026.6411,9311.231475,0,2015,23,38.92,-77.5,4.5,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
16971,39.0,F,1.0,76,36631.0,0,0,Rent,85068,8/14/2015,0,0.0,28,1,9336.078445000001,12.0,20428.96651,25112.89108,0,2015,14,33.67,-112.06,6.0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16973,39.0,M,1.0,11,36626.0,1,1,Rent,15021,1/2/2016,0,1.0,15,1,3198.385866,7.0,35840.30311,69082.05821,0,2016,2,40.38,-80.39,5.3,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
16976,30.0,F,1.0,84,34012.0,0,1,Own,50032,4/19/2015,0,0.0,41,1,5373.4286170000005,2.0,10808.77562,24450.12115,0,2015,19,41.67,-93.54,3.8,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
16978,54.0,F,1.0,71,39910.0,1,1,Own,80021,7/29/2016,0,0.0,99,1,10080.65481,11.0,6334.635313000001,24767.409880000003,0,2016,29,39.89,-105.11,3.3,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
16979,29.0,F,1.0,28,33668.0,0,0,Rent,80105,1/20/2016,0,0.0,18,1,4555.588161,3.0,7065.7985340000005,28737.648489999996,0,2016,20,39.61,-104.04,3.5,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
16980,54.0,F,0.0,83,39901.0,1,1,Rent,20120,7/26/2015,0,0.0,56,0,2446.327958,8.0,21062.5899,11713.475190000001,0,2015,26,38.84,-77.44,4.4,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
16984,37.0,F,1.0,65,36113.0,1,0,Rent,50014,4/26/2015,3,0.0,74,1,2764.07883,4.0,24417.16554,25138.561009999998,1,2015,26,42.05,-93.69,3.8,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
16985,44.0,M,1.0,52,37831.0,1,0,Rent,15003,6/30/2015,0,0.0,59,1,750.6809131,5.0,8808.940487,10965.14663,1,2015,30,40.59,-80.22,5.3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
16986,31.0,F,1.0,99,34336.0,1,1,Rent,50013,8/16/2015,0,0.0,3,1,5035.382949,4.0,38751.67177,32539.846810000003,0,2015,16,42.02,-93.62,3.7,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
16987,51.0,M,1.0,96,39325.0,1,0,Own,20120,9/30/2015,0,0.0,97,0,4648.5704670000005,3.0,27296.368639999997,40219.43535,0,2015,30,38.84,-77.44,4.2,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
16989,36.0,M,0.0,90,35826.0,0,0,Own,20143,7/27/2016,0,0.0,10,0,3988.395589,8.0,18509.52464,8836.26618,1,2016,27,38.84,-77.56,4.1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
16992,53.0,M,1.0,86,39708.0,1,0,Own,50056,3/12/2015,0,0.0,22,1,4736.419174000001,2.0,18739.68383,21439.68959,0,2015,12,42.01,-93.31,3.9,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
16994,32.0,M,1.0,24,34663.0,0,0,Rent,15038,5/28/2015,0,0.0,77,0,6259.976933,4.0,20319.80928,8040.134839,0,2015,28,40.25,-79.93,5.4,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
16997,56.0,M,1.0,72,40246.0,1,0,Rent,80033,1/14/2015,0,1.0,0,1,5621.083456,5.0,28232.98113,32074.53313,0,2015,14,39.77,-105.09,4.3,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
16999,39.0,M,0.0,76,36630.0,0,0,Own,80022,7/26/2016,0,0.0,96,1,2533.617749,5.0,25723.15154,12198.351340000001,0,2016,26,39.88,-104.8,3.3,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
