claim_number,age_of_driver,gender,marital_status,safty_rating,annual_income,high_education_ind,address_change_ind,living_status,zip_code,claim_date,past_num_of_claims,witness_present_ind,liab_prct,policy_report_filed_ind,claim_est_payout,age_of_vehicle,vehicle_price,vehicle_weight,fraud,claim_year,claim_day,latitude,longitude,state,claim_day_monday,claim_day_saturday,claim_day_sunday,claim_day_thursday,claim_day_tuesday,claim_day_wednesday,accident_site_local,accident_site_parking_lot,channel_online,channel_phone,vehicle_category_large,vehicle_category_medium,vehicle_color_blue,vehicle_color_gray,vehicle_color_other,vehicle_color_red,vehicle_color_silver,vehicle_color_white,claim_month_august,claim_month_december,claim_month_february,claim_month_january,claim_month_july,claim_month_june,claim_month_march,claim_month_may,claim_month_november,claim_month_october,claim_month_september,Unem_rate
10715,45,M,1,29,38068,1,1,Own,15001,9/11/2016,0,0,59,0,3867.453343,7,13379.58347,11238.95386,0,2016,11,40.61,-80.25,PA,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5.5
10716,36,F,1,96,35834,1,1,Own,15046,12/9/2015,0,1,64,1,3549.703889,6,4803.841497,57412.5454,0,2015,9,40.55,-80.23,PA,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5.2
10717,50,F,0,91,39114,1,0,Own,50022,8/16/2016,3,0,22,1,1942.498274,4,27294.18664,46596.13467,0,2016,16,41.39,-95.01,IA,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3.6
10718,44,F,1,75,37856,1,1,Own,20118,1/5/2015,0,0,19,1,5571.942769,4,35821.89772,25773.68842,0,2015,5,38.97,-77.74,VA,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,4.9
10721,48,M,1,36,38712,1,0,Rent,85077,7/21/2016,0,0,9,0,4771.956214,5,21404.4858,10251.56603,0,2016,21,33.45,-111.97,AZ,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,5.3
10722,58,M,1,79,40591,1,0,Own,15024,11/20/2015,0,0,80,1,8870.120494,5,22460.09805,20754.87459,0,2015,20,40.54,-79.8,PA,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5.2
10723,67,F,1,79,42037,1,1,Own,85055,1/12/2016,0,0,92,0,5415.753602,4,27264.66053,10549.56261,0,2016,12,33.45,-111.97,AZ,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,5.7
10724,60,F,1,39,40959,1,1,Own,80105,7/11/2015,1,0,50,1,9544.527232,3,23255.03905,39528.64333,0,2015,11,39.61,-104.04,CO,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3.8
10725,35,M,0,65,35557,1,1,Own,20138,9/28/2015,0,0,69,1,2197.841756,6,24018.23497,15409.84341,0,2015,28,38.63,-77.67,VA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.2
10727,26,F,1,87,32599,1,1,Rent,85006,4/27/2016,0,0,34,0,7059.085476,2,33474.0316,28444.60213,0,2016,27,33.46,-112.05,AZ,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5.5
10728,23,M,1,91,31357,1,1,Rent,85051,9/22/2015,0,0,74,1,6437.376722,2,13976.64162,12570.38733,0,2015,22,33.55,-112.13,AZ,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5.9
10731,57,M,1,90,40434,1,0,Own,20129,7/29/2015,0,0,12,0,7327.482844,3,22136.76285,17135.79051,0,2015,29,39.16,-77.61,VA,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,4.4
10732,43,M,1,71,37606,1,1,Own,85014,6/11/2016,0,0,2,1,4159.523109,6,33755.42412,10409.70639,0,2016,11,33.5,-112.05,AZ,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5.4
10734,54,F,1,72,39903,1,1,Own,80016,6/2/2015,0,0,100,0,6461.207729,6,12265.10543,30321.62539,0,2015,2,39.6,-104.71,CO,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3.9
10735,52,M,1,80,39502,0,1,Own,85054,4/6/2015,0,0,57,0,6075.023565,7,19739.64871,32167.61956,0,2015,6,33.67,-111.95,AZ,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6.2
10736,56,F,0,66,40242,1,0,Own,50047,1/5/2016,0,0,5,0,4673.136906,7,17853.5712,13704.03205,0,2016,5,41.51,-93.48,IA,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3.6
10737,44,F,1,82,37847,1,1,Own,50001,9/6/2016,0,0,96,1,3489.87212,5,24244.45598,12299.78043,0,2016,6,41.36,-93.47,IA,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3.6
10742,50,F,1,78,39106,1,1,Own,85018,10/26/2016,0,1,58,0,5719.133421,8,10797.15186,6410.763888,0,2016,26,33.5,-111.98,AZ,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,5.2
10743,41,F,0,71,37130,1,1,Own,85001,12/5/2015,0,0,0,0,3011.347886,2,12143.7288,2429.429302,0,2015,5,33.45,-112.06,AZ,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,5.7
10745,38,M,1,87,36384,0,1,Own,85076,4/27/2015,2,0,82,1,4944.596041,5,20741.3467,36263.50113,0,2015,27,33.32,-111.99,AZ,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.2
10746,58,M,1,80,40598,1,1,Rent,15055,4/26/2016,3,0,8,1,4070.682173,2,5971.515392,15447.08789,0,2016,26,40.31,-80.12,PA,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.4
10747,37,M,1,64,36110,1,1,Rent,80024,4/11/2016,1,0,69,0,3554.151635,4,9604.626593,12835.54245,0,2016,11,39.84,-104.92,CO,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4
10748,43,F,1,20,37613,0,1,Rent,50022,2/1/2015,0,0,57,0,5287.938065,5,17039.08428,15874.70879,1,2015,1,41.39,-95.01,IA,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3.9
10750,50,F,0,63,39139,1,1,Own,50047,6/19/2015,1,1,70,0,6731.418093,5,32442.28814,41162.0015,0,2015,19,41.51,-93.48,IA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,3.8
10751,29,M,1,62,33665,1,0,Rent,80040,7/1/2016,0,0,7,0,2119.552397,7,11333.104,52746.10174,0,2016,1,39.69,-104.81,CO,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3.3
10753,45,M,1,6,38067,1,1,Rent,85064,12/24/2016,0,0,51,1,4101.805939,4,21451.13501,10613.00297,1,2016,24,33.5,-112.03,AZ,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5.2
10754,51,M,0,91,39332,1,0,Own,0,3/18/2016,0,0,22,0,1945.639874,5,22774.03982,30647.83927,0,2016,18,38.84771867,-93.6380759,AZ,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5.5
10755,47,F,1,88,38490,0,0,Own,50052,7/5/2015,0,0,99,1,7373.580414,5,27651.64844,12775.82425,0,2015,5,40.63,-93.45,IA,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,3.7
10756,31,F,1,87,34350,1,1,Own,15037,10/27/2016,0,0,1,0,3119.55902,3,14455.26516,31092.3139,0,2016,27,40.27,-79.88,PA,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5.5
10758,48,F,1,84,38718,1,0,Rent,85027,8/22/2015,0,0,25,1,4113.446465,6,5975.926884,26348.50214,0,2015,22,33.68,-112.09,AZ,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6
10759,35,F,0,95,35546,0,0,Rent,0,1/14/2016,0,0,77,0,2188.489346,7,24868.12863,18080.35035,0,2016,14,38.84771867,-93.6380759,AZ,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5.7
10760,46,M,0,64,38302,0,1,Rent,15012,1/3/2016,0,0,99,1,3283.185282,5,21326.98284,17144.14341,1,2016,3,40.12,-79.86,PA,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5.3
10761,38,F,0,90,36378,0,0,Own,80021,9/25/2016,0,1,39,1,6088.018285,2,8274.4413,22548.51187,0,2016,25,39.89,-105.11,CO,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3.2
10762,46,M,1,92,38281,1,0,Rent,20144,4/26/2015,1,0,33,0,5330.753242,5,50776.75937,13162.66009,0,2015,26,38.92,-77.92,VA,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4.7
10764,49,M,0,40,38907,1,1,Own,80006,12/25/2016,0,1,50,0,6164.84914,3,23893.48213,34914.23141,0,2016,25,39.82,-105.1,CO,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2.9
10765,34,M,0,57,35256,1,0,Own,20152,3/22/2016,0,0,53,1,4074.066914,7,41426.14025,13724.09948,0,2016,22,38.92,-77.5,VA,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,4
10766,32,M,1,66,34657,0,1,Own,50055,10/4/2015,5,0,85,1,4218.40307,5,24533.55193,21975.44076,0,2015,4,41.9,-93.3,IA,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.7
10767,62,F,0,30,41281,1,0,Rent,85041,7/5/2016,0,1,88,1,2509.424171,2,51640.01465,32795.52678,0,2016,5,33.38,-112.11,AZ,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5.3
10768,60,F,0,74,40960,0,0,Own,50058,11/14/2015,0,1,95,1,6709.012562,6,11750.37617,8951.073878,0,2015,14,41.87,-94.67,IA,0,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3.7
10769,45,F,1,66,38063,1,1,Rent,20148,8/2/2016,0,1,58,1,8521.813995,7,31809.14511,38466.53596,0,2016,2,39,-77.52,VA,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4.2
10772,37,F,1,88,36110,0,1,Rent,85011,9/14/2016,0,0,0,1,4117.744251,5,21046.48007,3746.38346,0,2016,14,33.5,-112.05,AZ,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5.2
10773,45,F,1,52,38063,1,1,Own,50006,5/10/2015,0,0,100,1,8327.847792,7,34146.99279,21326.95806,0,2015,10,42.51,-93.37,IA,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3.8
10774,27,M,1,53,32956,1,1,Rent,80027,4/26/2015,0,0,33,0,6466.456785,2,18967.22401,24171.76543,0,2015,26,39.96,-105.14,CO,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.1
10779,73,M,1,66,42895,0,0,Own,15022,9/22/2016,0,0,2,0,6137.994071,4,5867.12078,8180.890434,0,2016,22,40.13,-79.9,PA,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5.5
10780,50,F,1,74,39118,1,1,Rent,20117,2/18/2016,1,0,27,1,6923.533957,4,31749.05797,17266.9505,0,2016,18,38.97,-77.73,VA,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4
10781,25,M,1,80,32192,1,1,Rent,85046,1/26/2016,0,0,10,0,2442.386863,5,18605.94305,17139.28293,0,2016,26,33.62,-112,AZ,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5.7
10782,29,F,1,71,33671,0,0,Own,85076,12/16/2015,2,0,51,1,8772.157539,5,24255.73185,11461.37824,0,2015,16,33.32,-111.99,AZ,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5.7
10783,28,F,1,89,33315,1,0,Rent,15046,8/7/2016,0,0,3,0,3011.638054,3,28548.7239,15625.97121,0,2016,7,40.55,-80.23,PA,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5.5
10786,64,M,1,75,41581,0,1,Own,15005,7/18/2016,0,0,22,0,2778.539378,7,18908.21677,36256.1456,1,2016,18,40.63,-80.22,PA,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,5.5
10787,43,M,1,71,37611,1,1,Own,20160,9/22/2016,1,1,48,1,3930.477243,4,20195.0615,21144.41346,0,2016,22,39.11,-77.69,VA,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.2
10788,23,F,0,87,31375,1,0,Own,50050,8/13/2016,0,0,23,0,5763.852978,5,36165.45067,56762.36246,0,2016,13,42.15,-94.47,IA,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3.6
10789,41,F,1,94,37143,1,1,Rent,80103,1/1/2016,0,0,97,0,4408.025306,7,17819.33097,8695.647415,1,2016,1,39.71,-104.22,CO,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3.5
10790,23,M,1,56,31336,1,1,Rent,80027,2/27/2015,3,0,54,1,3580.542838,5,23370.06694,15425.55753,0,2015,27,39.96,-105.14,CO,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,4.2
10792,37,F,1,64,36114,1,1,Rent,20138,9/7/2016,3,0,0,1,2316.454561,7,28632.07276,18707.20623,0,2016,7,38.63,-77.67,VA,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.2
10793,36,F,0,90,35832,1,1,Own,50049,2/23/2016,2,0,12,0,1407.865961,4,13668.80815,11755.75153,1,2016,23,41.01,-93.3,IA,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3.6
10794,38,M,1,94,36386,0,0,Own,50044,12/11/2016,0,0,77,1,5391.257327,7,19177.20788,13259.90282,0,2016,11,41.2,-92.88,IA,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3.5
10796,57,F,1,65,40443,1,1,Rent,50026,3/4/2016,0,0,55,1,7846.009457,7,13194.72973,8405.737475,0,2016,4,41.84,-94.42,IA,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3.6
10799,44,M,0,80,37848,1,1,Own,85006,3/21/2016,0,1,0,1,4035.377417,1,11754.62314,12100.5772,0,2016,21,33.46,-112.05,AZ,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5.5
10803,43,F,1,84,37613,1,1,Own,20148,2/4/2016,0,0,58,0,4911.733268,5,26217.02795,48036.29694,0,2016,4,39,-77.52,VA,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4
10805,71,M,1,80,42618,1,0,Rent,50047,12/3/2016,0,0,3,0,1582.158573,6,11255.22812,24402.0687,0,2016,3,41.51,-93.48,IA,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3.5
10811,43,M,1,81,37618,1,1,Rent,20156,3/28/2015,0,0,30,0,1539.928446,5,18640.46172,10497.17729,0,2015,28,38.79,-77.61,VA,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,4.8
10814,38,M,0,77,36362,0,1,Rent,15019,12/29/2015,1,0,51,1,6631.160514,3,22221.87455,17062.1092,0,2015,29,40.42,-80.35,PA,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,5.2
10815,22,M,1,72,30913,0,1,Rent,85033,5/3/2015,1,1,22,1,2196.842471,4,20149.06109,41941.12337,0,2015,3,33.49,-112.21,AZ,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,6.1
10816,23,F,1,81,31351,1,1,Rent,80034,1/9/2015,2,0,95,0,1593.038169,7,59835.83113,14852.82267,0,2015,9,39.77,-105.09,CO,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,4.3
10817,75,M,0,76,43181,1,1,Rent,15035,11/21/2015,0,0,68,1,2504.26742,4,14324.24291,36007.98475,0,2015,21,40.38,-79.81,PA,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5.2
10818,58,F,0,88,40604,0,1,Own,80107,6/29/2015,0,0,5,1,1474.099493,7,26400.5549,47582.86631,0,2015,29,39.36,-104.6,CO,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,3.9
10819,40,M,1,84,36869,0,1,Own,15009,5/23/2016,1,0,88,0,2721.339949,6,17968.51088,13395.38119,0,2016,23,40.69,-80.3,PA,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5.4
10820,48,F,0,77,38704,1,0,Own,85039,12/2/2015,0,0,29,1,4513.471804,2,51940.72054,11918.80467,0,2015,2,33.49,-112.28,AZ,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,5.7
10824,41,F,1,87,37147,0,0,Rent,20132,8/22/2016,1,0,93,0,2125.554241,5,17035.19292,26617.86698,0,2016,22,39.13,-77.71,VA,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,4.2
10825,72,M,1,82,42776,0,0,Own,85002,10/2/2016,2,1,91,1,4549.035196,4,14826.89359,13569.4947,0,2016,2,33.45,-112.06,AZ,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,5.2
10826,63,M,1,83,41433,0,0,Rent,15037,11/13/2015,0,1,38,1,5260.05197,3,31713.22389,16040.31474,0,2015,13,40.27,-79.88,PA,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,5.2
10828,45,M,1,74,38063,1,1,Own,50028,11/12/2016,2,0,92,1,3456.145611,8,22419.57824,23195.364,0,2016,12,41.82,-93.15,IA,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3.5
10830,50,M,1,64,39118,1,1,Rent,85035,5/30/2016,0,0,82,0,10904.26977,7,34300.11604,8217.025586,0,2016,30,33.47,-112.19,AZ,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5.4
10831,54,M,1,76,39891,1,1,Rent,20152,12/31/2015,0,0,30,0,3010.71894,6,24147.56936,48069.63583,0,2015,31,38.92,-77.5,VA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4.1
10833,47,M,1,86,38496,0,0,Own,15035,1/29/2015,3,0,100,1,10295.92446,4,21651.28006,8634.696125,0,2015,29,40.38,-79.81,PA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,5.4
10834,34,M,1,93,35256,1,0,Rent,15037,10/30/2016,1,0,27,1,6886.714654,3,36056.07844,30516.35373,0,2016,30,40.27,-79.88,PA,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5.5
10835,26,M,1,27,32598,1,0,Rent,50001,7/4/2015,0,0,1,1,6223.178267,6,25702.4284,6197.175401,0,2015,4,41.36,-93.47,IA,0,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3.7
10836,44,F,1,68,37828,0,0,Rent,85082,1/10/2015,1,0,26,0,3002.028223,4,19208.27964,15013.83165,0,2015,10,33.46,-111.98,AZ,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6.4
10837,38,M,1,89,36373,1,1,Rent,85035,12/29/2016,1,0,95,0,4506.391525,3,19092.69096,14212.38977,0,2016,29,33.47,-112.19,AZ,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,5.2
10838,54,F,1,61,39893,1,0,Own,15022,4/2/2015,0,1,97,0,1894.537831,4,42792.06765,15716.06971,0,2015,2,40.13,-79.9,PA,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.4
10839,55,F,0,71,40080,1,1,Rent,20109,12/14/2016,0,0,25,1,2745.957983,5,8530.280218,28674.42128,0,2016,14,38.79,-77.53,VA,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,4.1
10840,38,F,1,97,36370,1,1,Own,85010,4/3/2015,0,0,99,0,2107.409388,3,6183.931716,29653.59188,0,2015,3,33.46,-111.98,AZ,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.2
10841,43,M,1,75,37625,1,1,Own,50055,6/24/2016,0,0,0,0,3548.134002,4,30413.68689,21146.79711,0,2016,24,41.9,-93.3,IA,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3.7
10844,30,F,1,89,34017,1,0,Own,85051,2/26/2016,2,0,46,1,3154.898766,4,10781.40704,23228.33849,1,2016,26,33.55,-112.13,AZ,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5.6
10846,69,F,1,89,42350,1,0,Rent,15021,8/17/2016,0,0,50,0,3152.036237,3,11312.17227,31880.0154,1,2016,17,40.38,-80.39,PA,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5.5
10848,42,M,1,99,37393,1,1,Rent,50025,6/10/2015,0,0,92,0,6898.528831,8,24066.82729,37498.06497,0,2015,10,41.71,-94.92,IA,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3.8
10849,58,M,1,69,40622,1,0,Rent,85025,9/15/2016,0,0,99,1,7811.528279,3,13876.88712,22540.71126,0,2016,15,33.45,-112.07,AZ,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5.2
10851,33,F,1,75,34954,1,1,Own,80025,3/11/2016,1,0,15,1,3997.757598,3,47309.00501,22611.28388,0,2016,11,39.94,-105.28,CO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3.4
10852,36,F,0,79,35835,0,0,Rent,20120,3/16/2015,0,0,86,0,1176.276987,4,39124.72128,11720.37069,0,2015,16,38.84,-77.44,VA,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,4.8
10854,38,M,0,81,36370,0,0,Own,50051,12/12/2016,0,1,1,1,5116.775234,4,12925.1955,26388.97415,1,2016,12,42.11,-93.15,IA,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3.5
10857,31,M,0,94,34341,0,1,Rent,80042,9/28/2016,1,1,96,1,3537.454114,5,12847.83944,23151.57904,0,2016,28,39.69,-104.81,CO,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.2
10859,37,M,1,84,36119,1,0,Rent,85020,6/11/2015,0,1,22,1,4423.205695,9,48664.59208,48355.5718,0,2015,11,33.57,-112.05,AZ,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6
10860,61,F,1,86,41106,1,1,Rent,80022,5/30/2015,1,0,2,1,6464.393217,7,41869.16569,29877.28075,0,2015,30,39.88,-104.8,CO,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4
10862,43,M,0,91,37609,0,0,Rent,50001,3/4/2015,0,0,100,0,8559.871917,3,25096.47628,10429.03667,0,2015,4,41.36,-93.47,IA,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3.9
10863,23,M,1,75,31337,0,1,Rent,50021,10/27/2016,0,0,28,1,3506.863513,7,42921.61749,15371.67904,0,2016,27,41.72,-93.6,IA,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3.6
10865,52,F,1,92,39508,0,0,Own,80034,4/26/2016,0,0,79,1,2930.832877,10,26300.2354,17053.89762,1,2016,26,39.77,-105.09,CO,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4
